"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","Gibbs","DBE_AI","DBE_C","KM","KMD","C","H","O","N","S","P"
493.0385671,"C28H14O7S1","CHOS","ConHC",0.5,0.25,0.7447,0.0714,58.2651,14,0.5,492.488035831374,-0.488035831374191,28,14,7,0,1,0
493.0396489,"C29H18O2S3","CHOS","ConHC",0.62,0.07,0.68,-0.2759,68.16315,16,0.551724137931034,492.489116423427,-0.489116423426594,29,18,2,0,3,0
493.0408219,"C24H14O12","CHO","ConHC",0.58,0.5,0.6667,0.4167,48.42405,6,0.25,492.490288113644,-0.490288113644397,24,14,12,0,0,0
493.0626065,"C21H18O14","CHO","Tannin",0.86,0.67,0.4286,0.4762,46.7283,-1,-0.0476190476190476,492.512048388765,-0.512048388765379,21,18,14,0,0,0
493.0635259,"C22H22O9S2","CHOS","Lignin",1,0.41,0.3548,0,60.3,1,0.0454545454545455,492.512966762155,-0.512966762155145,22,22,9,0,2,0
493.0645116,"C22H24O7S1P2","CHOSP","Lignin",1.09,0.32,0.3548,-0.8182,83.6187,2,0.0909090909090909,492.513951361514,-0.513951361513705,22,24,7,0,1,2
493.0653354,"C18H22O14S1","CHOS","Tannin",1.22,0.78,0,0.4444,47.6346,-7,-0.388888888888889,492.514774241651,-0.514774241651253,18,22,14,0,1,0
493.0796152,"C27H26O1S4","CHOS","UnsatHC",0.96,0.04,0.4667,-0.5926,77.1891,10,0.37037037037037,492.529038096699,-0.529038096699026,27,26,1,0,4,0
493.0855068,"C19H28O9S1P2","CHOSP","Lignin",1.47,0.47,-0.0435,-0.9474,87.3009,-5,-0.263157894736842,492.534923118086,-0.534923118085828,19,28,9,0,1,2
493.0860695,"C28H18O5N2S1","CHONS","ConHC",0.64,0.18,0.6889,0,60.3,13,0.464285714285714,492.53548518977,-0.535485189769986,28,18,5,2,1,0
493.0972331,"C26H24O6P2","CHOP","Lignin",0.92,0.23,0.5238,-0.8462,84.4167,8,0.307692307692308,492.546636324394,-0.546636324394456,26,24,6,0,0,2
493.099025,"C22H22O13","CHO","Lignin",1,0.59,0.3548,0.1818,55.1187,-1,-0.0454545454545455,492.548426223543,-0.548426223542947,22,22,13,0,0,0
493.1003059,"C19H29O8N1S2P1","CHONSP","Protein",1.53,0.42,-0.1364,-0.5789,76.79865,-5.5,-0.289473684210526,492.549705693279,-0.549705693278611,19,29,8,1,2,1
493.1012042,"C32H18O2N2S1","CHONS","ConHC",0.56,0.06,0.75,-0.1875,65.64375,20,0.625,492.550602990229,-0.550602990228754,32,18,2,2,1,0
493.1017959,"C32H18O2N2S1","CHONS","ConHC",0.56,0.06,0.75,-0.1875,65.64375,20,0.625,492.551194029531,-0.551194029531246,32,18,2,2,1,0
493.1143394,"C26H22O10","CHO","Lignin",0.85,0.38,0.5238,-0.0769,62.49165,6,0.230769230769231,492.563723523347,-0.563723523347107,26,22,10,0,0,0
493.1149794,"C27H26O5S2","CHOS","Lignin",0.96,0.19,0.4667,-0.4444,72.9654,8,0.296296296296296,492.564362808717,-0.564362808717362,27,26,5,0,2,0
493.1203239,"C19H26O15","CHO","Tannin",1.37,0.79,-0.0435,0.2105,54.30075,-8,-0.421052631578947,492.569701341001,-0.56970134100095,19,26,15,0,0,0
493.1348596,"C23H26O12","CHO","Lignin",1.13,0.52,0.2941,-0.087,62.7795,-1,-0.0434782608695652,492.584220810308,-0.584220810308466,23,26,12,0,0,0
493.1354674,"C23H26O12","CHO","Lignin",1.13,0.52,0.2941,-0.087,62.7795,-1,-0.0434782608695652,492.584827931634,-0.584827931633527,23,26,12,0,0,0
493.1375929,"C33H22O1N2S1","CHONS","ConHC",0.67,0.03,0.6949,-0.3636,70.6626,20,0.606060606060606,492.586951058281,-0.586951058281272,33,22,1,2,1,0
493.1509615,"C23H29O9N1P1","CHONP","Lignin",1.26,0.39,0.2424,-0.5652,76.4082,-0.5,-0.0217391304347826,492.600304730783,-0.60030473078308,23,29,9,1,0,1
493.1558285,"C33H22O3N2","CHON","ConHC",0.67,0.09,0.6949,-0.303,68.9355,19,0.575757575757576,492.605166296247,-0.605166296247376,33,22,3,2,0,0
493.1702197,"C29H34O1S3","CHOS","UnsatHC",1.17,0.03,0.3725,-0.8966,85.8531,9,0.310344827586207,492.619541426905,-0.619541426904902,29,34,1,0,3,0
493.1713315,"C24H30O11","CHO","Lignin",1.25,0.46,0.2432,-0.3333,69.79905,-1,-0.0416666666666667,492.620651985459,-0.620651985459119,24,30,11,0,0,0
493.1720366,"C20H33O11N1P1","CHONP","AminoSugar",1.65,0.55,-0.16,-0.65,78.825,-7.5,-0.375,492.621356298138,-0.621356298138153,20,33,11,1,0,1
493.1922454,"C34H26O2N2","CHON","ConHC",0.76,0.06,0.6452,-0.4706,73.7121,19,0.558823529411765,492.641542532812,-0.641542532811513,34,26,2,2,0,0
493.1928133,"C21H34O13","CHO","AminoSugar",1.62,0.62,-0.1034,-0.381,71.1585,-8,-0.380952380952381,492.642109798689,-0.642109798689319,21,34,13,0,0,0
493.1935914,"C22H38O8S2","CHOS","Protein",1.73,0.36,-0.125,-0.8182,83.6187,-6,-0.272727272727273,492.642887029856,-0.642887029855899,22,38,8,0,2,0
493.2057111,"C29H34O5S1","CHOS","Lignin",1.17,0.17,0.3725,-0.7586,81.9201,7,0.241379310344828,492.654993196891,-0.654993196890587,29,34,5,0,1,0
493.2064907,"","","None",NA,NA,Inf,NA,NA,NA,NA,492.655771926382,-0.655771926382272,0,0,0,0,0,0
493.2076597,"C25H34O10","CHO","Lignin",1.36,0.4,0.2,-0.56,76.26,-1,-0.04,492.656939621066,-0.656939621066442,25,34,10,0,0,0
493.2083921,"C25H34O10","CHO","Lignin",1.36,0.4,0.2,-0.56,76.26,-1,-0.04,492.657671203262,-0.657671203262055,25,34,10,0,0,0
493.2089076,"C26H38O5S2","CHOS","Lignin",1.46,0.19,0.1628,-0.9231,86.60835,1,0.0384615384615385,492.65818612765,-0.65818612765014,26,38,5,0,2,0
493.2269593,"C26H38O7S1","CHOS","Lignin",1.46,0.27,0.1628,-0.8462,84.4167,0,0,492.676217670961,-0.676217670960625,26,38,7,0,1,0
493.2286035,"C22H38O12","CHO","Protein",1.73,0.55,-0.125,-0.6364,78.4374,-8,-0.363636363636364,492.677860035032,-0.677860035032268,22,38,12,0,0,0
493.2296634,"C23H42O7S2","CHOS","Protein",1.83,0.3,-0.1429,-1.0435,90.03975,-6,-0.260869565217391,492.678918751538,-0.678918751538447,23,42,7,0,2,0
493.2409377,"C22H42O6N2S2","CHONS","Lipid",1.91,0.27,-0.2667,-0.9091,86.20935,-7,-0.318181818181818,492.690180462554,-0.690180462554338,22,42,6,2,2,0
493.2440636,"C26H38O9","CHO","Lignin",1.46,0.35,0.1628,-0.7692,82.2222,-1,-0.0384615384615385,492.693302872146,-0.693302872146489,26,38,9,0,0,0
493.2647455,"","","None",NA,NA,Inf,NA,NA,NA,NA,492.713961678552,-0.713961678552153,0,0,0,0,0,0
493.2654545,"C23H42O11","CHO","Protein",1.83,0.48,-0.1429,-0.8696,85.0836,-8,-0.347826086956522,492.714669886876,-0.714669886876379,23,42,11,0,0,0
493.2821647,"C24H49O3N1S2P1","CHONSP","Lipid",2.04,0.12,-0.2162,-1.7083,108.98655,-5.5,-0.229166666666667,492.731361428118,-0.73136142811785,24,49,3,1,2,1
493.3728649,"","","None",NA,NA,Inf,NA,NA,NA,NA,492.821960351464,-0.82196035146427,0,0,0,0,0,0
493.3740081,"","","None",NA,NA,Inf,NA,NA,NA,NA,492.823102274957,-0.823102274956909,0,0,0,0,0,0
493.4841023,"","","None",NA,NA,Inf,NA,NA,NA,NA,492.93307354279,-0.933073542789657,0,0,0,0,0,0
493.7493407,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.198015775223,-0.1980157752227,0,0,0,0,0,0
493.7705319,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.219183312939,-0.219183312939435,0,0,0,0,0,0
493.8608507,"C18H9O2N1S7","CHONS","ConHC",0.5,0.11,0.6667,0.6667,41.29905,5,0.277777777777778,493.309401262161,-0.30940126216052,18,9,2,1,7,0
493.942416,"C20H4O12N2P1","CHONP","ConHC",0.2,0.6,1.0455,1.05,30.375,5.5,0.275,493.390875485618,-0.390875485617812,20,4,12,2,0,1
493.9432398,"C16H7O12N3P2","CHONP","ConHC",0.44,0.75,1,1,31.8,-1,-0.0625,493.391698365755,-0.391698365755417,16,7,12,3,0,2
493.9444036,"C17H11O7N3S2P2","CHONSP","ConHC",0.65,0.41,0.6923,0.3529,50.24235,1,0.0588235294117647,493.392860866246,-0.392860866245883,17,11,7,3,2,2
493.9453664,"C13H9O14N3S2","CHONS","Other",0.69,1.08,-1,2.4615,-9.85275,-8,-0.615384615384615,493.393822591175,-0.393822591174853,13,9,14,3,2,0
493.9465618,"C17H8O12N2S1P1","CHONSP","ConHC",0.47,0.71,0.7857,1.1176,28.4484,-0.5,-0.0294117647058824,493.395016656381,-0.395016656380506,17,8,12,2,1,1
493.9587042,"C25H8O4N2S2P1","CHONSP","ConHC",0.32,0.16,0.9167,0.2,54.6,14.5,0.58,493.407145498068,-0.407145498068189,25,8,4,2,2,1
493.9594041,"C16H5O16N3","CHON","Other",0.31,1,1,2.25,-3.825,-3,-0.1875,493.407844616554,-0.407844616553575,16,5,16,3,0,0
494.0933815,"C34H13O2N3","CHON","ConHC",0.38,0.06,0.8667,0,60.3,25,0.735294117647059,493.541672416192,-0.541672416191886,34,13,2,3,0,0
494.1145785,"C31H17O4N3","CHON","ConHC",0.55,0.13,0.7692,0,60.3,18,0.580645161290323,493.562845747432,-0.562845747432277,31,17,4,3,0,0
494.1300681,"C22H25O12N1","CHON","Lignin",1.14,0.55,0.2667,0.0909,57.70935,-2,-0.0909090909090909,493.578318051607,-0.578318051606573,22,25,12,1,0,0
494.1309436,"C18H28O12N2P1","CHONP","AminoSugar",1.56,0.67,-0.2778,-0.1667,65.05095,-8.5,-0.472222222222222,493.579192574015,-0.579192574015451,18,28,12,2,0,1
494.1504764,"C27H28O7P1","CHOP","Lignin",1.04,0.26,0.4444,-0.7037,80.35545,6.5,0.240740740740741,493.598703563516,-0.598703563516494,27,28,7,0,0,1
494.1510532,"C19H29O14N1","CHON","Carb",1.53,0.74,-0.1818,0.1053,57.29895,-9,-0.473684210526316,493.599279719456,-0.599279719456433,19,29,14,1,0,0
494.1660402,"C15H33O13N3S1","CHONS","Other",2.2,0.87,-2.1111,0.2667,52.69905,-16,-1.06666666666667,493.614249984838,-0.614249984838352,15,33,13,3,1,0
494.1950162,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.643193629978,-0.643193629977873,0,0,0,0,0,0
494.197933,"C27H32O5N2P1","CHONP","Lignin",1.19,0.19,0.3721,-0.7778,82.4673,5.5,0.203703703703704,493.646107173053,-0.64610717305294,27,32,5,2,0,1
494.1988632,"C19H33O12N3","CHON","AminoSugar",1.74,0.63,-0.4,0,60.3,-10,-0.526315789473684,493.647036334383,-0.647036334383358,19,33,12,3,0,0
494.2026291,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.650798029346,-0.650798029345765,0,0,0,0,0,0
494.2034157,"C24H33O10N1","CHON","Lignin",1.38,0.42,0.1667,-0.4167,72.17595,-2,-0.0833333333333333,493.651583751021,-0.651583751021121,24,33,10,1,0,0
494.2100919,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.658252496317,-0.658252496316607,0,0,0,0,0,0
494.2148974,"C23H33O9N3","CHON","Lignin",1.43,0.39,0.0968,-0.2609,67.73565,-3,-0.130434782608696,493.663052630452,-0.663052630452341,23,33,9,3,0,0
494.2156877,"C32H33O2N1S1","CHONS","UnsatHC",1.03,0.06,0.4828,-0.75,81.675,13,0.40625,493.663842047996,-0.663842047996297,32,33,2,1,1,0
494.2168832,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.66503621309,-0.665036213090332,0,0,0,0,0,0
494.217655,"C20H37O9N3S1","CHONS","Protein",1.85,0.45,-0.3913,-0.4,71.7,-9,-0.45,493.665807151292,-0.665807151291574,20,37,9,3,1,0
494.2181641,"C28H33O7N1","CHON","Lignin",1.18,0.25,0.3617,-0.5714,76.5849,5,0.178571428571429,493.666315682826,-0.666315682825996,28,33,7,1,0,0
494.2191728,"C29H37O2N1S2","CHONS","UnsatHC",1.28,0.07,0.32,-0.8966,85.8531,7,0.241379310344828,493.667323256503,-0.667323256502527,29,37,2,1,2,0
494.2417609,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.689886134428,-0.689886134428264,0,0,0,0,0,0
494.2424057,"","","None",NA,NA,Inf,NA,NA,NA,NA,493.690530214439,-0.690530214438866,0,0,0,0,0,0
494.3200511,"C25H52O5S1P1","CHOSP","Lipid",2.08,0.2,-0.1951,-1.8,111.6,-6.5,-0.26,493.768088914892,-0.768088914891564,25,52,5,0,1,1
494.7066382,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.154244348282,-0.154244348282077,0,0,0,0,0,0
494.8378091,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.285268781683,-0.285268781683328,0,0,0,0,0,0
494.8854378,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.332844299051,-0.332844299051374,0,0,0,0,0,0
494.9352315,"C20H16O3S6","CHOS","Lignin",0.8,0.15,0.44,0.1,57.45,4,0.2,494.382582398961,-0.382582398961119,20,16,3,0,6,0
494.9574422,"C24H6O7N2P2","CHONP","ConHC",0.25,0.29,1,0.1667,55.54905,13,0.541666666666667,494.404768298295,-0.404768298295096,24,6,7,2,0,2
495.0015598,"C28H16O1S4","CHOS","ConHC",0.57,0.04,0.7021,-0.2143,66.40755,16,0.571428571428571,494.448836636189,-0.448836636188787,28,16,1,0,4,0
495.0021094,"C15H16O13N2S2","CHONS","Tannin",1.07,0.87,-0.3333,1.3333,22.30095,-8,-0.533333333333333,494.449385622501,-0.449385622500529,15,16,13,2,2,0
495.0102965,"C25H8O10N2","CHON","ConHC",0.32,0.4,0.8889,0.72,39.78,11,0.44,494.457563580712,-0.457563580711508,25,8,10,2,0,0
495.0110406,"C25H8O10N2","CHON","ConHC",0.32,0.4,0.8889,0.72,39.78,11,0.44,494.458306849843,-0.458306849842813,25,8,10,2,0,0
495.0121954,"C34H8O3S1","CHOS","ConHC",0.24,0.09,0.9048,0,60.3,27,0.794117647058823,494.459460360383,-0.45946036038282,34,8,3,0,1,0
495.0354602,"C27H12O10","CHO","ConHC",0.44,0.37,0.7727,0.2963,51.85545,12,0.444444444444444,494.482699182699,-0.482699182699321,27,12,10,0,0,0
495.0360694,"C27H12O10","CHO","ConHC",0.44,0.37,0.7727,0.2963,51.85545,12,0.444444444444444,494.483307702461,-0.483307702461104,27,12,10,0,0,0
495.0365935,"C28H16O5S2","CHOS","ConHC",0.57,0.18,0.7021,-0.0714,62.3349,14,0.5,494.483831217246,-0.483831217246404,28,16,5,0,2,0
495.0378202,"C15H16O17N2","CHON","Other",1.07,1.13,-0.3333,1.6,14.7,-10,-0.666666666666667,494.485056547502,-0.485056547502211,15,16,17,2,0,0
495.0383687,"C16H20O12N2S2","CHONS","Tannin",1.25,0.75,-0.3333,0.875,35.3625,-8,-0.5,494.485604435042,-0.485604435042205,16,20,12,2,2,0
495.0412018,"C20H16O15","CHO","Tannin",0.8,0.75,0.44,0.7,40.35,-2,-0.1,494.488434371577,-0.488434371577455,20,16,15,0,0,0
495.042413,"C21H20O10S2","CHOS","Lignin",0.95,0.48,0.3571,0.1905,54.87075,0,0,494.489644219141,-0.489644219140757,21,20,10,0,2,0
495.0430397,"C17H23O10N1S2P1","CHONSP","Lignin",1.35,0.59,-0.1875,-0.0588,61.9758,-6.5,-0.382352941176471,494.490270219362,-0.490270219361889,17,23,10,1,2,1
495.0438999,"C21H22O8S1P2","CHOSP","Lignin",1.05,0.38,0.3571,-0.6667,79.30095,1,0.0476190476190476,494.491129458855,-0.491129458854857,21,22,8,0,1,2
495.0444451,"C30H12O4N2S1","CHONS","ConHC",0.4,0.13,0.84,0.1333,56.50095,19,0.633333333333333,494.49167405008,-0.491674050079723,30,12,4,2,1,0
495.0470209,"C26H12O9N2","CHON","ConHC",0.46,0.35,0.7949,0.4615,47.14725,11,0.423076923076923,494.494246973918,-0.49424697391845,26,12,9,2,0,0
495.0587015,"C26H24O2S4","CHOS","UnsatHC",0.92,0.08,0.4762,-0.4615,73.45275,9,0.346153846153846,494.505914531256,-0.50591453125611,26,24,2,0,4,0
495.0782934,"C21H20O14","CHO","Tannin",0.95,0.67,0.3571,0.381,49.4415,-2,-0.0952380952380952,494.525484554766,-0.525484554765569,21,20,14,0,0,0
495.079461,"C18H27O9N1S2P1","CHONSP","Protein",1.5,0.5,-0.2105,-0.3889,71.38365,-6.5,-0.361111111111111,494.526650851013,-0.526650851012903,18,27,9,1,2,1
495.0804564,"C31H16O3N2S1","CHONS","ConHC",0.52,0.1,0.7736,-0.0645,62.13825,19,0.612903225806452,494.52764513954,-0.527645139540425,31,16,3,2,1,0
495.0812541,"C18H24O14S1","CHOS","Tannin",1.33,0.78,-0.1,0.3333,50.80095,-8,-0.444444444444444,494.528441948822,-0.528441948821524,18,24,14,0,1,0
495.0940746,"C26H24O6S2","CHOS","Lignin",0.92,0.23,0.4762,-0.3077,69.06945,7,0.269230769230769,494.541248133337,-0.541248133336637,26,24,6,0,2,0
495.0951966,"C27H28O1S4","CHOS","UnsatHC",1.04,0.04,0.4222,-0.6667,79.30095,9,0.333333333333333,494.542368880501,-0.542368880501442,27,28,1,0,4,0
495.114117,"C22H24O13","CHO","Lignin",1.09,0.59,0.2903,0.0909,57.70935,-2,-0.0909090909090909,494.561268153814,-0.561268153813785,22,24,13,0,0,0
495.1147748,"C22H24O13","CHO","Lignin",1.09,0.59,0.2903,0.0909,57.70935,-2,-0.0909090909090909,494.561925219308,-0.561925219308421,22,24,13,0,0,0
495.1159619,"C19H31O8N1S2P1","CHONSP","Protein",1.63,0.42,-0.2273,-0.6842,79.7997,-6.5,-0.342105263157895,494.563110993782,-0.563110993781947,19,31,8,1,2,1
495.1167328,"C23H30O6S1P2","CHOSP","Lignin",1.3,0.26,0.2353,-1.1304,92.5164,1,0.0434782608695652,494.563881032988,-0.563881032988149,23,30,6,0,1,2
495.1312868,"C23H31O5N1S2P1","CHONSP","Lignin",1.35,0.22,0.1818,-0.8261,83.84385,0.5,0.0217391304347826,494.578418781862,-0.578418781861672,23,31,5,1,2,1
495.1357495,"C19H28O15","CHO","Tannin",1.47,0.79,-0.1304,0.1053,57.29895,-9,-0.473684210526316,494.582876498771,-0.582876498770986,19,28,15,0,0,0
495.1495238,"C28H32O2S3","CHOS","UnsatHC",1.14,0.07,0.375,-0.7857,82.69245,8,0.285714285714286,494.596635418265,-0.596635418264555,28,32,2,0,3,0
495.15061,"C23H28O12","CHO","Lignin",1.22,0.52,0.2353,-0.1739,65.25615,-2,-0.0869565217391304,494.597720405404,-0.597720405403891,23,28,12,0,0,0
495.1513696,"C19H31O12N1P1","CHONP","AminoSugar",1.63,0.63,-0.2273,-0.4737,73.80045,-8.5,-0.447368421052632,494.598479157228,-0.598479157227814,19,31,12,1,0,1
495.1520246,"C24H32O7S2","CHOS","Lignin",1.33,0.29,0.1892,-0.5833,76.92405,0,0,494.599133425849,-0.599133425848947,24,32,7,0,2,0
495.1617578,"C22H28O11N2","CHON","Lignin",1.27,0.5,0.1724,0,60.3,-3,-0.136363636363636,494.608855757671,-0.608855757670824,22,28,11,2,0,0
495.169997,"C20H35O9N1S1P1","CHONSP","Protein",1.75,0.45,-0.24,-0.85,84.525,-7.5,-0.375,494.617085757707,-0.617085757706548,20,35,9,1,1,1
495.1713696,"C33H24O3N2","CHON","ConHC",0.73,0.09,0.661,-0.3636,70.6626,18,0.545454545454545,494.618456825049,-0.618456825049122,33,24,3,2,0,0
495.1720052,"C20H32O14","CHO","Carb",1.6,0.7,-0.1538,-0.2,66,-9,-0.45,494.619091715333,-0.619091715332502,20,32,14,0,0,0
495.1729924,"C21H36O9S2","CHOS","Protein",1.71,0.43,-0.1724,-0.6667,79.30095,-7,-0.333333333333333,494.620077813016,-0.62007781301611,21,36,9,0,2,0
495.1852237,"C24H35O6N1S1P1","CHONSP","Lignin",1.46,0.25,0.1389,-0.9583,87.61155,-0.5,-0.0208333333333333,494.632295455437,-0.632295455437259,24,35,6,1,1,1
495.1859225,"C29H36O1S3","CHOS","UnsatHC",1.24,0.03,0.3333,-0.9655,87.81675,8,0.275862068965517,494.632993475151,-0.632993475150954,29,36,1,0,3,0
495.1869832,"C24H32O11","CHO","Lignin",1.33,0.46,0.1892,-0.4167,72.17595,-2,-0.0833333333333333,494.634052990764,-0.634052990763848,24,32,11,0,0,0
495.1879144,"C20H35O11N1P1","CHONP","AminoSugar",1.75,0.55,-0.24,-0.75,81.675,-8.5,-0.425,494.634983150978,-0.634983150977632,20,35,11,1,0,1
495.2077735,"C34H28O2N2","CHON","UnsatHC",0.82,0.06,0.6129,-0.5294,75.3879,18,0.529411764705882,494.654820076129,-0.654820076129113,34,28,2,2,0,0
495.2083384,"C21H36O13","CHO","AminoSugar",1.71,0.62,-0.1724,-0.4762,73.8717,-9,-0.428571428571429,494.655384345357,-0.655384345356765,21,36,13,0,0,0
495.2095369,"C22H40O8S2","CHOS","Protein",1.82,0.36,-0.1875,-0.9091,86.20935,-7,-0.318181818181818,494.656581507101,-0.656581507100952,22,40,8,0,2,0
495.2234039,"C25H36O10","CHO","Lignin",1.44,0.4,0.15,-0.64,78.54,-2,-0.08,494.670433023085,-0.670433023084854,25,36,10,0,0,0
495.2242649,"C21H39O10N1P1","CHONP","Protein",1.86,0.48,-0.25,-1,88.8,-8.5,-0.404761904761905,494.671293061685,-0.671293061684594,21,39,10,1,0,1
495.2255681,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.67259480652,-0.672594806519783,0,0,0,0,0,0
495.2414008,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.688409827586,-0.688409827585588,0,0,0,0,0,0
495.2441751,"C35H32O1N2","CHON","UnsatHC",0.91,0.03,0.5692,-0.6857,79.84245,18,0.514285714285714,494.691181029777,-0.691181029777397,35,32,1,2,0,0
495.245029,"C22H40O12","CHO","Protein",1.82,0.55,-0.1875,-0.7273,81.02805,-9,-0.409090909090909,494.692033976305,-0.692033976305026,22,40,12,0,0,0
495.2457704,"C23H44O7S2","CHOS","Protein",1.91,0.3,-0.2,-1.1304,92.5164,-7,-0.304347826086957,494.692774548451,-0.692774548451212,23,44,7,0,2,0
495.2593439,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.70633289216,-0.706332892159764,0,0,0,0,0,0
495.2602534,"C26H40O9","CHO","Protein",1.54,0.35,0.1163,-0.8462,84.4167,-2,-0.0769230769230769,494.707241376604,-0.707241376603974,26,40,9,0,0,0
495.2618142,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.708800433801,-0.708800433800775,0,0,0,0,0,0
495.2639687,"C24H48O4S3","CHOS","Lipid",2,0.17,-0.2105,-1.4167,100.67595,-6,-0.25,494.710952528067,-0.710952528066855,24,48,4,0,3,0
495.2807167,"C23H44O11","CHO","Protein",1.91,0.48,-0.2,-0.9565,87.56025,-9,-0.391304347826087,494.7276818271,-0.727681827100412,23,44,11,0,0,0
495.2977363,"C24H51O3N1S2P1","CHONSP","Lipid",2.12,0.12,-0.2703,-1.7917,111.36345,-6.5,-0.270833333333333,494.744682422863,-0.744682422862979,24,51,3,1,2,1
495.2984208,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.745366158544,-0.74536615854413,0,0,0,0,0,0
495.3345926,"","","None",NA,NA,Inf,NA,NA,NA,NA,494.781497568789,-0.781497568789177,0,0,0,0,0,0
495.7117234,"","","None",NA,NA,Inf,NA,NA,NA,NA,495.158207261169,-0.158207261168741,0,0,0,0,0,0
495.8410755,"C12H3O13N1S4","CHONS","Other",0.25,1.08,1,2.8333,-20.44905,-6,-0.5,495.287414925458,-0.287414925458279,12,3,13,1,4,0
495.8626086,"","","None",NA,NA,Inf,NA,NA,NA,NA,495.308923981406,-0.308923981406451,0,0,0,0,0,0
495.9304779,"C19H15O3N1S6","CHONS","ConHC",0.79,0.16,0.4286,0.3158,51.2997,3,0.157894736842105,495.37671749794,-0.376717497939808,19,15,3,1,6,0
495.9310034,"","","None",NA,NA,Inf,NA,NA,NA,NA,495.377242411162,-0.377242411161774,0,0,0,0,0,0
495.9396303,"C16H7O12N3S2","CHONS","ConHC",0.44,0.75,0.8,1.875,6.8625,-2,-0.125,495.385859678288,-0.38585967828817,16,7,12,3,2,0
495.9404738,"C20H6O10N2S1P1","CHONSP","ConHC",0.3,0.5,0.9545,0.85,36.075,5.5,0.275,495.386702236429,-0.386702236428562,20,6,10,2,1,1
495.941606,"C24H5O8N1P2","CHONP","ConHC",0.21,0.33,1,0.1667,55.54905,13,0.541666666666667,495.387833172204,-0.387833172203898,24,5,8,1,0,2
495.9424869,"C29H6O3S2P1","CHOSP","ConHC",0.21,0.1,0.9388,-0.0345,61.28325,21.5,0.741379310344828,495.388713088583,-0.388713088583074,29,6,3,0,2,1
495.943815,"C21H7O10N1S2","CHONS","ConHC",0.33,0.48,0.8462,0.9524,33.1566,6,0.285714285714286,495.390039705615,-0.390039705614754,21,7,10,1,2,0
496.0765712,"C38H11O1N1","CHON","ConHC",0.29,0.03,0.8904,-0.1579,64.80015,32,0.842105263157895,495.522647668856,-0.522647668855825,38,11,1,1,0,0
496.1017513,"C32H19O3N1S1","CHONS","ConHC",0.59,0.09,0.7193,-0.25,67.425,19,0.59375,495.547799652531,-0.547799652531239,32,19,3,1,1,0
496.1081984,"C29H22O6P1","CHOP","ConHC",0.76,0.21,0.62,-0.5172,75.0402,12.5,0.431034482758621,495.554239553642,-0.554239553641764,29,22,6,0,0,1
496.1093547,"C34H15O2N3","CHON","ConHC",0.44,0.06,0.8333,-0.0588,61.9758,24,0.705882352941177,495.555394562507,-0.555394562506876,34,15,2,3,0,0
496.1101748,"C17H26O13N2P1","CHONP","Carb",1.53,0.76,-0.4,0.0588,58.6242,-9.5,-0.558823529411765,495.556213746776,-0.556213746775882,17,26,13,2,0,1
496.1249486,"C25H23O10N1","CHON","Lignin",0.92,0.4,0.4737,0,60.3,4,0.16,495.570971050219,-0.570971050218816,25,23,10,1,0,0
496.1279316,"C22H27O10N1S1","CHONS","Lignin",1.23,0.45,0.2,-0.0909,62.89065,-2,-0.0909090909090909,495.573950719374,-0.573950719374409,22,27,10,1,1,0
496.1303972,"C31H19O4N3","CHON","ConHC",0.61,0.13,0.7308,-0.0645,62.13825,17,0.548387096774194,495.576413566263,-0.576413566263398,31,19,4,3,0,0
496.1452677,"C14H31O14N3S1","CHONS","Other",2.21,1,-3.3333,0.5714,44.0151,-17,-1.21428571428571,495.59126746173,-0.59126746173024,14,31,14,3,1,0
496.1822403,"C23H31O11N1","CHON","Lignin",1.35,0.48,0.1515,-0.2609,67.73565,-3,-0.130434782608696,495.628198777795,-0.628198777794807,23,31,11,1,0,0
496.1832588,"C24H35O6N1S2","CHONS","Lignin",1.46,0.25,0.1111,-0.6667,79.30095,-1,-0.0416666666666667,495.629216140529,-0.62921614052857,24,35,6,1,2,0
496.1921537,"C34H27O3N1","CHON","ConHC",0.79,0.09,0.619,-0.5294,75.3879,18,0.529411764705882,495.638101108404,-0.638101108403816,34,27,3,1,0,0
496.20398,"C20H35O13N1","CHON","AminoSugar",1.75,0.65,-0.28,-0.3,68.85,-10,-0.5,495.649914203052,-0.649914203051594,20,35,13,1,0,0
496.2183948,"C24H35O10N1","CHON","Lignin",1.46,0.42,0.1111,-0.5,74.55,-3,-0.125,495.664312907357,-0.6643129073571,24,35,10,1,0,0
