"Mass","formula","HC","OC"
454.2094135,"C23H37O4N1S2",1.61,0.17
454.2156681,"C20H40O7S1P1",2,0.35
454.8486673,"C15H4O7S5",0.27,0.47
454.8518321,"C12H8O7S6",0.67,0.58
454.9062505,"C12H10O11S2P2",0.83,0.92
454.906931,"C12H10O11S2P2",0.83,0.92
454.9093577,"C10H16O8S6",1.6,0.8
454.9419567,"C13H12O12S3",0.92,0.92
454.9432393,"C13H14O10S2P2",1.08,0.77
454.9788541,"C15H20O6S5",1.33,0.4
455.0142152,"C15H20O10S3",1.33,0.67
455.0258381,"C17H15O12N1P1",0.88,0.71
455.0276233,"C23H20O2S4",0.87,0.09
455.0469837,"C18H16O14",0.89,0.78
455.0483708,"C20H24O4S4",1.2,0.2
455.0490985,"C19H22O7S1P2",1.16,0.37
455.0616996,"C22H16O11",0.73,0.5
455.062417,"C22H16O11",0.73,0.5
455.0632318,"C23H20O6S2",0.87,0.26
455.0638604,"C24H24O1S4",1,0.04
455.0649265,"C11H24O13N2S2",2.18,1.18
455.0660303,"C15H23O11N1S1P1",1.53,0.73
455.0833144,"C19H20O13",1.05,0.68
455.0838156,"C15H23O13N1P1",1.53,0.87
455.0847098,"C16H27O8N1S2P1",1.69,0.5
455.08533,"C20H26O6S1P2",1.3,0.3
455.1019835,"C20H24O10S1",1.2,0.5
455.1025586,"C21H28O5S3",1.33,0.24
455.1035167,"C29H16O4N2",0.55,0.14
455.1042294,"C16H24O15",1.5,0.94
455.105075,"C17H28O10S2",1.65,0.59
455.1138163,"C27H20O7",0.74,0.26
455.1176786,"C20H27O7N1S1P1",1.35,0.35
455.1186277,"C33H16O1N2",0.48,0.03
455.1193092,"C20H24O12",1.2,0.6
455.1199954,"C16H27O12N1P1",1.69,0.75
455.1213699,"C22H32O2S4",1.45,0.09
455.1394962,"C21H30O7P2",1.43,0.33
455.1401268,"C30H20O3N2",0.67,0.1
455.1407666,"C17H28O14",1.65,0.82
455.1528613,"C17H32O8N2S2",1.88,0.47
455.1538071,"C25H28O6S1",1.12,0.24
455.1557621,"C21H28O11",1.33,0.52
455.1684229,"C29H28O3S1",0.97,0.1
455.170201,"C17H32O10N2S1",1.88,0.59
455.1745604,"C22H32O8S1",1.45,0.36
455.1757725,"C22H34O6P2",1.55,0.27
455.1773398,"C18H32O13",1.78,0.72
455.1901829,"C26H32O5S1",1.23,0.19
455.192138,"C22H32O10",1.45,0.45
455.2109764,"C23H36O7S1",1.57,0.3
455.211525,"C19H39O7N1S1P1",2.05,0.37
455.2132614,"C19H36O12",1.89,0.63
455.22829,"C23H36O9",1.57,0.39
455.2289128,"C23H36O9",1.57,0.39
455.2493692,"C20H40O11",2,0.55
455.2654164,"C24H40O8",1.67,0.33
455.2704816,"C30H36O2N2",1.2,0.07
455.905082,"C9H15O8N1S6",1.67,0.89
455.9409875,"C10H19O7N1S6",1.9,0.7
455.9419526,"C11H23O2N1S8",2.09,0.18
455.9426158,"C17H5O9N3P2",0.29,0.53
455.9430938,"C22H6O4N2S2P1",0.27,0.18
455.9436445,"C19H11O1N3S5",0.58,0.05
455.9537266,"C20H10O7S2P1",0.5,0.35
455.9550704,"C12H11O14N1S2",0.92,1.17
456.019591,"C28H10O5P1",0.36,0.18
456.1136023,"C27H22O5P1",0.81,0.19
456.150002,"C28H26O4P1",0.93,0.14
456.1512107,"C20H27O11N1",1.35,0.55
456.1520897,"C21H31O6N1S2",1.48,0.29
456.1526074,"C25H30O4S1P1",1.2,0.16
456.1531811,"C25H30O4S1P1",1.2,0.16
456.1584162,"C18H34O9S1P1",1.89,0.5
456.1611613,"C27H26O3N2P1",0.96,0.11
456.188749,"C22H35O5N1S2",1.59,0.23
456.1897446,"C26H34O3S1P1",1.31,0.12
456.1971833,"C32H27O2N1",0.84,0.06
456.2963615,"C24H43O7N1",1.79,0.29
456.2970712,"C24H43O7N1",1.79,0.29
456.8462236,"C15H6O5S6",0.4,0.33
456.9215217,"C12H10O13S3",0.83,1.08
456.9227905,"C12H12O11S2P2",1,0.92
456.923636,"C17H5O7N3S2P1",0.29,0.41
456.9357116,"C15H6O15S1",0.4,1
457.0262978,"C17H14O15",0.82,0.88
457.0276969,"C18H20O8S1P2",1.11,0.44
457.0289253,"C27H10O4N2S1",0.37,0.15
457.0418238,"C17H17O12N1P1",1,0.71
457.0426402,"C18H21O7N1S2P1",1.17,0.39
457.0432316,"C23H22O2S4",0.96,0.09
457.0588272,"C14H22O11N2S2",1.57,0.79
457.0601314,"C22H18O9S1",0.82,0.41
457.0608792,"C23H22O4S3",0.96,0.17
457.0618516,"C31H10O3N2",0.32,0.1
457.0625837,"C18H18O14",1,0.78
457.0632702,"C19H22O9S2",1.16,0.47
457.0640289,"C20H26O4S4",1.3,0.2
457.0645629,"C19H24O7S1P2",1.26,0.37
457.0671321,"C15H24O12P2",1.6,0.8
457.0793128,"C24H26O1S4",1.08,0.04
457.0968824,"C19H25O8N1S1P1",1.32,0.42
457.0980508,"C32H14O2N2",0.44,0.06
457.099002,"C19H22O13",1.16,0.68
457.1005776,"C20H28O6S1P2",1.4,0.3
457.1011384,"C20H28O6S1P2",1.4,0.3
457.1086832,"C26H21O5N1P1",0.81,0.19
457.1102178,"C18H22O12N2",1.22,0.67
457.1108832,"C19H26O7N2S2",1.37,0.37
457.1117885,"C27H22O5S1",0.81,0.19
457.1152789,"C24H26O5S2",1.08,0.21
457.1178341,"C20H26O10S1",1.3,0.5
457.1189754,"C29H18O4N2",0.62,0.14
457.1196452,"C16H26O15",1.62,0.94
457.1204393,"C17H30O10S2",1.76,0.59
457.129524,"C27H22O7",0.81,0.26
457.1302821,"C28H26O2S2",0.93,0.07
457.1332326,"C20H29O7N1S1P1",1.45,0.35
457.1344304,"C33H18O1N2",0.55,0.03
457.1351796,"C20H26O12",1.3,0.6
457.1367393,"C17H33O7N1S2P1",1.94,0.41
457.1506652,"C24H26O9",1.08,0.38
457.1514202,"C25H30O4S2",1.2,0.16
457.1649769,"C20H30O8N2S1",1.5,0.4
457.1655422,"C28H26O6",0.93,0.21
457.1693803,"C25H30O6S1",1.2,0.24
457.1698585,"C26H34O1S3",1.31,0.04
457.17149,"C21H30O11",1.43,0.52
457.1731341,"C18H37O6N1S2P1",2.06,0.33
457.1914776,"C22H36O6P2",1.64,0.27
457.205786,"C26H34O5S1",1.31,0.19
457.207888,"C22H34O10",1.55,0.45
457.2276858,"C24H42O2S3",1.75,0.08
457.2283789,"C32H30O1N2",0.94,0.03
457.2420993,"C27H38O4S1",1.41,0.15
457.2440061,"C23H38O9",1.65,0.39
457.2453908,"C24H42O4S2",1.75,0.17
457.249615,"C29H34O3N2",1.17,0.1
457.2809816,"C24H42O8",1.75,0.33
457.2960604,"C28H42O5",1.5,0.18
457.3182408,"C26H50O2S2",1.92,0.08
457.935877,"C13H17O5N1S6",1.31,0.38
457.9365118,"C21H5O4N3S3",0.24,0.19
457.9381118,"C12H12O13S2P1",1,1.08
458.0058211,"C25H5O7N3",0.2,0.28
458.0646922,"C32H13O1N1S1",0.41,0.03
458.1126172,"C19H25O10N1S1",1.32,0.53
458.1292186,"C27H24O5P1",0.89,0.19
458.1301541,"C19H25O12N1",1.32,0.63
458.1655666,"C28H28O4P1",1,0.14
458.1754043,"C23H29O5N3S1",1.26,0.22
458.1777101,"C19H29O10N3",1.53,0.53
458.2043716,"C22H37O5N1S2",1.68,0.23
458.2129577,"C32H29O2N1",0.91,0.06
458.2408266,"C23H41O4N1S2",1.78,0.17
458.298705,"C25H48O3S1P1",1.92,0.12
458.8436069,"C14H4O8S5",0.29,0.57
458.8702258,"C17H4O4N2S5",0.24,0.24
458.9041264,"C9H16O9S6",1.78,1
458.9363561,"C12H12O13S3",1,1.08
458.9375414,"C12H14O11S2P2",1.17,0.92
458.9383998,"C12H14O11S2P2",1.17,0.92
458.9405851,"C10H20O8S6",2,0.8
459.0125835,"C31H8O3S1",0.26,0.1
459.0212811,"C21H16O8S2",0.76,0.38
459.0221859,"C22H20O3S4",0.91,0.14
459.0367402,"C25H16O5S2",0.64,0.2
459.0420786,"C17H16O15",0.94,0.88
459.0435041,"C18H22O8S1P2",1.22,0.44
459.044099,"C27H12O4N2S1",0.44,0.15
459.0450659,"C35H8O2",0.23,0.06
459.047611,"C19H15O9N3P1",0.79,0.47
459.0488603,"C32H12O2S1",0.38,0.06
459.0558232,"C13H20O14N2S1",1.54,1.08
459.0568849,"C21H16O12",0.76,0.57
459.0575745,"C17H19O12N1P1",1.12,0.71
459.0584826,"C18H23O7N1S2P1",1.28,0.39
459.0643221,"C16H28O7S4",1.75,0.44
459.0701685,"C25H19O4N1S1P1",0.76,0.16
459.0713264,"C17H20O11N2S1",1.18,0.65
459.0783988,"C18H20O14",1.11,0.78
459.0796659,"C15H27O9N1S2P1",1.8,0.6
459.0802523,"C19H26O7S1P2",1.37,0.37
459.0816804,"C36H12O1",0.33,0.03
459.0830389,"C15H26O12P2",1.73,0.8
459.0837817,"C24H16O8N2",0.67,0.33
459.0937861,"C18H23O11N1P1",1.28,0.61
459.0949799,"C24H28O1S4",1.17,0.04
459.0962289,"C19H24O11S1",1.26,0.58
459.0969669,"C19H24O11S1",1.26,0.58
459.103375,"C29H19O3N1P1",0.66,0.1
459.1049696,"C22H24O5N2S2",1.09,0.23
459.105632,"C30H20O3S1",0.67,0.1
459.1064071,"C30H20O3S1",0.67,0.1
459.1087516,"C26H20O8",0.77,0.31
459.1132297,"C23H26O6P2",1.13,0.26
459.1141189,"C19H24O13",1.26,0.68
459.1147394,"C19H24O13",1.26,0.68
459.1153733,"C20H28O8S2",1.4,0.4
459.1165662,"C20H30O6S1P2",1.5,0.3
459.1286065,"C15H28O12N2S1",1.87,0.8
459.1291044,"C15H28O12N2S1",1.87,0.8
459.130085,"C23H24O10",1.04,0.43
459.1374342,"C18H36O5S4",2,0.28
459.1408632,"C22H24O9N2",1.09,0.41
459.1451286,"C27H24O7",0.89,0.26
459.1457963,"C28H28O2S2",1,0.07
459.148566,"C24H28O7S1",1.17,0.29
459.1491844,"C25H32O2S3",1.28,0.08
459.1499986,"C33H20O1N2",0.61,0.03
459.1507549,"C20H28O12",1.4,0.6
459.16522,"C16H32O11N2S1",2,0.69
459.1659356,"C24H28O9",1.17,0.38
459.1710617,"C30H24O3N2",0.8,0.1
459.1850967,"C25H32O6S1",1.28,0.24
459.1871678,"C21H32O11",1.52,0.52
459.1889318,"C23H40O1S4",1.74,0.04
459.201882,"C17H36O10N2S1",2.12,0.59
459.2032724,"C26H36O3S2",1.38,0.12
459.2178366,"C29H32O5",1.1,0.17
459.2213517,"C26H36O5S1",1.38,0.19
459.2235459,"C22H36O10",1.64,0.45
459.2401414,"C27H40O2S2",1.48,0.07
459.2596516,"C23H40O9",1.74,0.39
459.2604615,"C24H44O4S2",1.83,0.17
459.3225095,"C27H44O4N2",1.63,0.15
459.872455,"C18H7O2N1S6",0.39,0.11
459.9365992,"C9H19O8N1S6",2.11,0.89
459.9461108,"C14H7O15N1S1",0.5,1.07
459.9632905,"C23H10O5S2P1",0.43,0.22
460.0378522,"C17H19O10N1S2",1.12,0.59
460.0384608,"C21H18O8S1P1",0.86,0.38
460.0394441,"C26H11O4N3S1",0.42,0.15
460.0410043,"C17H18O13P1",1.06,0.76
460.1393066,"C18H27O9N3S1",1.5,0.5
460.1448454,"C27H26O5P1",0.96,0.19
460.14619,"C19H27O12N1",1.42,0.63
460.1712782,"C17H34O12P1",2,0.71
460.1835502,"C21H35O6N1S2",1.67,0.29
460.2307844,"C21H39O4N3S2",1.86,0.19
460.2957939,"C24H46O6P1",1.92,0.25
460.8453241,"C11H10O6S7",0.91,0.55
460.86247,"C11H10O8S6",0.91,0.73
460.9171739,"C11H12O12S2P2",1.09,1.09
460.9178915,"C16H5O8N3S2P1",0.31,0.5
460.9188855,"C20H4O6N2S1P2",0.2,0.3
460.9405226,"C26H6O3S3",0.23,0.12
460.9448222,"C22H8O6S1P2",0.36,0.27
460.9586305,"C26H6O5S2",0.23,0.19
460.9916698,"C30H6O4S1",0.2,0.13
461.0281551,"C31H10O3S1",0.32,0.1
461.0366977,"C16H17O13N1P1",1.06,0.81
461.0378853,"C21H20O6S1P2",0.95,0.29
461.0384686,"C21H20O6S1P2",0.95,0.29
461.0433864,"C15H26O8S4",1.73,0.53
461.0560881,"C21H20O8P2",0.95,0.38
461.0579592,"C13H21O15N1P1",1.62,1.15
461.0589298,"C14H25O10N1S2P1",1.79,0.71
461.0726474,"C21H18O12",0.86,0.57
461.073226,"C22H22O7S2",1,0.32
461.0741772,"C18H25O7N1S2P1",1.39,0.39
461.0801701,"C16H30O7S4",1.88,0.44
461.0807741,"C15H28O10S1P2",1.87,0.67
461.0893106,"C22H25O4N1S2P1",1.14,0.18
461.0919271,"C23H26O4S3",1.13,0.17
461.0952189,"C15H29O9N1S2P1",1.93,0.6
461.0980646,"C15H28O12P2",1.87,0.8
461.1081314,"C14H26O13N2S1",1.86,0.93
461.1088991,"C22H22O11",1,0.5
461.1100939,"C23H26O6S2",1.13,0.26
461.1107869,"C24H30O1S4",1.25,0.04
461.1231277,"C18H26O10N2S1",1.44,0.56
461.1244662,"C26H22O8",0.85,0.31
461.1251325,"C27H26O3S2",0.96,0.11
461.1290542,"C23H28O6P2",1.22,0.26
461.1297743,"C19H26O13",1.37,0.68
461.1446178,"C15H30O12N2S1",2,0.8
461.1452175,"C23H26O10",1.13,0.43
461.1599571,"C19H30O9N2S1",1.58,0.47
461.1608434,"C27H26O7",0.96,0.26
461.161527,"C28H30O2S2",1.07,0.07
461.1624692,"C15H30O14N2",2,0.93
461.1640651,"C24H30O7S1",1.25,0.29
461.1655218,"C33H22O1N2",0.67,0.03
461.166194,"C20H30O12",1.5,0.6
461.1799709,"C24H33O4N1S1P1",1.38,0.17
461.1809573,"C16H34O11N2S1",2.12,0.69
461.1814288,"C24H30O9",1.25,0.38
461.2006863,"C25H34O6S1",1.36,0.24
461.2028497,"C21H34O11",1.62,0.52
461.2192873,"C26H38O3S2",1.46,0.12
461.2369609,"C26H38O5S1",1.46,0.19
461.2388297,"C22H38O10",1.73,0.45
461.2394199,"C22H38O10",1.73,0.45
461.9130994,"C12H17O4N1S7",1.42,0.33
461.9303233,"C11H13O11N1S4",1.18,1
461.9313882,"C13H21O1N1S8",1.62,0.08
461.9321953,"C20H5O5N3S3",0.25,0.25
461.9596782,"C18H9O10N1S2",0.5,0.56
461.9603997,"C22H8O8S1P1",0.36,0.36
461.9612127,"C18H11O8N1S1P2",0.61,0.44
462.0140569,"C19H13O11N1S1",0.68,0.58
462.0258439,"C26H9O8N1",0.35,0.31
462.0527864,"C16H17O15N1",1.06,0.94
462.1022454,"C26H25O1N1S3",0.96,0.04
462.1034505,"C13H25O13N3S1",1.92,1
462.1041606,"C21H21O11N1",1,0.52
462.1129549,"C24H21O5N3S1",0.88,0.21
462.1393889,"C30H24O3P1",0.8,0.1
462.162797,"C20H33O7N1S2",1.65,0.35
462.1706362,"C22H29O6N3S1",1.32,0.27
462.1815769,"C24H32O7P1",1.33,0.29
462.1976495,"C20H33O11N1",1.65,0.55
462.2079485,"C27H32O3N2P1",1.19,0.11
462.2104417,"C20H37O5N3S2",1.85,0.25
462.2114043,"C24H36O3N2S1P1",1.5,0.12
462.8421699,"C10H8O9S6",0.8,0.9
462.8782419,"C11H12O8S6",1.09,0.73
462.8787464,"C11H12O8S6",1.09,0.73
462.9056268,"C22H8O2S5",0.36,0.09
462.9708515,"C25H7O5N1S1P1",0.28,0.2
462.9721375,"C17H8O12N2S1",0.47,0.71
463.0119472,"C15H16O11N2S2",1.07,0.73
463.0347492,"C16H19O11N1S1P1",1.19,0.69
463.0521631,"C20H16O13",0.8,0.65
463.0534107,"C17H23O8N1S2P1",1.35,0.47
463.0541266,"C21H22O6S1P2",1.05,0.29
463.0551035,"C17H20O13S1",1.18,0.76
463.0886051,"C21H20O12",0.95,0.57
463.0896578,"C18H27O7N1S2P1",1.5,0.39
463.0903249,"C23H28O2S4",1.22,0.09
463.1108444,"C15H31O9N1S2P1",2.07,0.6
463.1237372,"C14H28O13N2S1",2,0.93
463.124334,"C22H24O11",1.09,0.5
463.1252514,"C18H27O11N1P1",1.5,0.61
463.1265853,"C24H32O1S4",1.33,0.04
463.1307557,"C15H28O16",1.87,1.07
463.1391742,"C18H28O10N2S1",1.56,0.56
463.140146,"C26H24O8",0.92,0.31
463.1408643,"C27H28O3S2",1.04,0.11
463.1415301,"C14H28O15N2",2,1.07
463.1433949,"C23H28O8S1",1.22,0.35
463.1448403,"C32H20O2N2",0.62,0.06
463.1454001,"C19H28O13",1.47,0.68
463.1564873,"C18H28O12N2",1.56,0.67
463.1572714,"C18H28O12N2",1.56,0.67
463.1586886,"C27H28O5S1",1.04,0.19
463.1591889,"C23H31O5N1S1P1",1.35,0.22
463.1602703,"C15H32O12N2S1",2.13,0.8
463.1610098,"C23H28O10",1.22,0.43
463.1672835,"C16H32O15",2,0.94
463.1756357,"C19H32O9N2S1",1.68,0.47
463.1762765,"C27H28O7",1.04,0.26
463.1798266,"C24H32O7S1",1.33,0.29
463.1817425,"C33H24O1N2",0.73,0.03
463.1822691,"C20H32O12",1.6,0.6
463.1973919,"C24H32O9",1.33,0.38
463.1979659,"C20H35O9N1P1",1.75,0.45
463.2022528,"C30H28O3N2",0.93,0.1
463.2121156,"C20H36O8N2S1",1.8,0.4
463.2166153,"C21H39O6N1S1P1",1.86,0.29
463.2183834,"C21H36O11",1.71,0.52
463.2337682,"C25H36O8",1.44,0.32
463.9821643,"C15H14O13S1P1",0.93,0.87
464.0831673,"C20H19O12N1",0.95,0.6
464.0990284,"C24H19O9N1",0.79,0.38
464.1192092,"C13H27O13N3S1",2.08,1
464.1356861,"C21H26O8N2P1",1.24,0.38
464.1864346,"C30H27O4N1",0.9,0.13
464.1871469,"C30H27O4N1",0.9,0.13
464.2050597,"C31H31O1N1S1",1,0.03
464.2236843,"C27H34O3N2P1",1.26,0.11
464.258688,"C24H39O4N3S1",1.62,0.17
464.3312644,"C26H47O2N3S1",1.81,0.08
464.8750229,"C10H10O11S5",1,1.1
464.9009515,"C12H6O12N2S3",0.5,1
464.9451159,"C14H12O12S1P2",0.86,0.86
464.9459254,"C19H5O8N3S1P1",0.26,0.42
464.9471918,"C24H6O3N2S3",0.25,0.12
464.947965,"C12H18O9S5",1.5,0.75
464.9490519,"C20H6O8N2S2",0.3,0.4
464.9864992,"C29H6O5S1",0.21,0.17
465.0227996,"C30H10O4S1",0.33,0.13
465.0247101,"C18H14O11N2S1",0.78,0.61
465.031474,"C19H14O14",0.74,0.74
465.0321586,"C20H18O9S2",0.9,0.45
465.0328468,"C20H20O7S1P2",1,0.35
465.0333157,"C20H20O7S1P2",1,0.35
465.0497058,"C20H18O11S1",0.9,0.55
465.0506826,"C20H20O9P2",1,0.45
465.0678261,"C20H18O13",0.9,0.65
465.0688591,"C17H25O8N1S2P1",1.47,0.47
465.0695107,"C21H24O6S1P2",1.14,0.29
465.0700846,"C30H14O2N2S1",0.47,0.07
465.0916548,"C35H14O2",0.4,0.06
465.0921675,"C35H14O2",0.4,0.06
465.0978167,"C28H18O7",0.64,0.25
465.1029934,"C13H26O14N2S1",2,1.08
465.1038055,"C21H22O12",1.05,0.57
465.1052229,"C18H29O7N1S2P1",1.61,0.39
465.105981,"C23H30O2S4",1.3,0.09
465.1189446,"C25H22O9",0.88,0.36
465.1238844,"C22H28O7P2",1.27,0.32
465.1247283,"C18H26O14",1.44,0.78
465.126658,"C19H32O7S1P2",1.68,0.37
465.1381539,"C22H29O6N1S1P1",1.32,0.27
465.140074,"C22H26O11",1.18,0.5
465.1465296,"C15H30O16",2,1.07
465.1589944,"C23H30O8S1",1.3,0.35
465.1605916,"C32H22O2N2",0.69,0.06
465.1611792,"C19H30O13",1.58,0.68
465.1746143,"C23H33O5N1S1P1",1.43,0.22
465.1764861,"C23H30O10",1.3,0.43
465.1770223,"C23H30O10",1.3,0.43
465.1808025,"C21H38O5S3",1.81,0.24
465.1954093,"C24H34O7S1",1.42,0.29
465.1969393,"C33H26O1N2",0.79,0.03
465.1976613,"C20H34O12",1.7,0.6
465.210861,"C28H34O4S1",1.21,0.14
465.2130032,"C24H34O9",1.42,0.38
465.2318272,"C25H38O6S1",1.52,0.24
465.2340072,"C21H38O11",1.81,0.52
465.2491355,"C25H38O8",1.52,0.32
465.306686,"C23H46O9",2,0.39
465.8315943,"C12H5O7N1S6",0.42,0.58
465.8437347,"C12H9O1N3S8",0.75,0.08
465.9884304,"C25H8O8P1",0.32,0.32
465.9908044,"C18H13O10N1S2",0.72,0.56
466.0013417,"C16H9O14N3",0.56,0.88
466.0873406,"C34H13O2N1",0.38,0.06
466.1190435,"C25H24O7P1",0.96,0.28
466.2021205,"C30H29O4N1",0.97,0.13
466.2031523,"C26H32O4N2P1",1.23,0.15
466.3324923,"C30H45O3N1",1.5,0.1
466.9387442,"C13H11O12N1S2P1",0.85,0.92
466.9398853,"C17H10O10S1P2",0.59,0.59
466.9748409,"C18H12O11S2",0.67,0.61
467.0105846,"C18H12O15",0.67,0.83
467.0224124,"C18H16O9N2S2",0.89,0.5
467.0250849,"C14H16O14N2S1",1.14,1
467.0328197,"C12H23O12N1S2P1",1.92,1
467.0337643,"C16H22O10S1P2",1.38,0.62
467.0465585,"C19H16O14",0.84,0.74
467.0471466,"C19H16O14",0.84,0.74
467.0480484,"C20H20O9S2",1,0.45
467.0487672,"C20H22O7S1P2",1.1,0.35
467.0493945,"C29H12O3N2S1",0.41,0.1
467.069099,"C17H24O11S2",1.41,0.65
467.0746568,"C31H16O3S1",0.52,0.1
467.0832583,"C20H20O13",1,0.65
467.0845757,"C17H27O8N1S2P1",1.59,0.47
467.0852333,"C21H26O6S1P2",1.24,0.29
467.0857408,"C30H16O2N2S1",0.53,0.07
467.1032375,"C21H26O8P2",1.24,0.38
467.1045007,"C17H24O15",1.41,0.88
467.1172081,"C25H24O7S1",0.96,0.28
467.1178612,"C26H28O2S3",1.08,0.08
467.1187718,"C34H16O1N2",0.47,0.03
467.1194667,"C21H24O12",1.14,0.57
467.1200839,"C17H27O12N1P1",1.59,0.71
467.1216514,"C23H32O2S4",1.39,0.09
467.1395789,"C22H30O7P2",1.36,0.32
467.1402099,"C18H28O14",1.56,0.78
467.1536669,"C26H28O6S1",1.08,0.23
467.1557428,"C22H28O11",1.27,0.5
467.1564635,"C18H31O11N1P1",1.72,0.61
467.1749895,"C19H35O8N1S1P1",1.84,0.42
467.1761534,"C32H24O2N2",0.75,0.06
467.1770675,"C19H32O13",1.68,0.68
467.1922214,"C23H32O10",1.39,0.43
467.2126772,"C33H28O1N2",0.85,0.03
467.2132923,"C20H36O12",1.8,0.6
467.2139292,"C21H40O7S2",1.9,0.33
467.2283938,"C24H36O9",1.5,0.38
467.2475553,"C25H40O6S1",1.6,0.24
467.2665454,"C22H47O3N1S2P1",2.14,0.14
467.8907429,"C14H3O10N3S3",0.21,0.71
467.9284136,"C19H6O7N2S2P1",0.32,0.37
467.9291163,"C24H7O2N1S4",0.29,0.08
467.9300846,"C12H11O9N3S4",0.92,0.75
467.9308275,"C15H6O12N2S1P1",0.4,0.8
467.9317295,"C24H6O5S2P1",0.25,0.21
467.9578993,"C22H5O6N3P2",0.23,0.27
467.9588029,"C14H14O12S2P1",1,0.86
467.9797743,"C28H7O3N1S2",0.25,0.11
468.0041583,"C25H10O8P1",0.4,0.32
468.0057895,"C17H11O15N1",0.65,0.88
468.0065393,"C18H15O10N1S2",0.83,0.56
468.041892,"C18H15O14N1",0.83,0.78
468.05511,"C26H15O6N1S1",0.58,0.23
468.1491383,"C29H26O4P1",0.9,0.14
468.1513046,"C21H27O11N1",1.29,0.52
468.1712445,"C22H33O6N1P2",1.5,0.27
468.1718415,"C31H23O2N3",0.74,0.06
468.1907794,"C19H35O10N1S1",1.84,0.53
468.8488242,"C12H6O10S5",0.5,0.83
468.9113473,"C14H4O13N2P2",0.29,0.93
468.9120506,"C19H5O8N1S2P1",0.26,0.42
468.9251096,"C11H18O8S6",1.64,0.73
468.9467913,"C15H6O14N2S1",0.4,0.93
468.9590628,"C18H5O11N3P1",0.28,0.61
468.9797549,"C19H6O13N2",0.32,0.68
468.9969585,"C28H9O3N1S1P1",0.32,0.11
468.9976523,"C12H22O11S4",1.83,0.92
468.9994215,"C28H6O8",0.21,0.29
469.0080761,"C18H14O13S1",0.78,0.72
469.0239806,"C18H17O10N1S1P1",0.94,0.56
469.0278792,"C19H20O8S1P2",1.05,0.42
469.062521,"C19H18O14",0.95,0.74
469.0639451,"C16H25O9N1S2P1",1.56,0.56
469.0645699,"C20H24O7S1P2",1.2,0.35
469.0653176,"C29H14O3N2S1",0.48,0.1
469.0790975,"C20H25O6N1S2P1",1.25,0.3
469.0997022,"C21H26O8S2",1.24,0.38
469.1005212,"C21H28O6S1P2",1.33,0.29
469.1010038,"C21H28O6S1P2",1.33,0.29
469.1015049,"C30H18O2N2S1",0.6,0.07
469.1150661,"C25H26O5S2",1.04,0.2
469.1177645,"C21H26O10S1",1.24,0.48
469.1190007,"C30H18O4N2",0.6,0.13
469.1197166,"C17H26O15",1.53,0.88
469.1294191,"C28H22O7",0.79,0.25
469.1303772,"C29H26O2S2",0.9,0.07
469.1344857,"C34H18O1N2",0.53,0.03
469.1351402,"C21H26O12",1.24,0.57
469.1357204,"C17H29O12N1P1",1.71,0.71
469.1364228,"C22H30O7S2",1.36,0.32
469.1372419,"C23H34O2S4",1.48,0.09
469.1553068,"C31H22O3N2",0.71,0.1
469.1561043,"C18H30O14",1.67,0.78
469.1694759,"C26H30O6S1",1.15,0.23
469.1700247,"C27H34O1S3",1.26,0.04
469.1717338,"C22H30O11",1.36,0.5
469.1917222,"C32H26O2N2",0.81,0.06
469.192434,"C19H34O13",1.79,0.68
469.2059629,"C23H37O5N1S1P1",1.61,0.22
469.207802,"C23H34O10",1.48,0.43
469.2128042,"C20H40O8P2",2,0.4
469.2280796,"C33H30O1N2",0.91,0.03
469.2286474,"C33H30O1N2",0.91,0.03
469.2442299,"C24H38O9",1.58,0.38
469.2857407,"C31H38O2N2",1.23,0.06
469.9129701,"C15H5O13N1S2",0.33,0.87
469.9136177,"C19H4O11S1P1",0.21,0.58
469.9164185,"C15H4O16P1",0.27,1.07
469.9254647,"C23H5O5N1S3",0.22,0.22
469.9261429,"C23H5O5N1S3",0.22,0.22
469.9271181,"C11H9O12N3S3",0.82,1.09
469.9278127,"C14H4O15N2P1",0.29,1.07
470.0107211,"C14H16O16P1",1.14,1.14
470.1683159,"C26H32O4S1P1",1.23,0.15
470.1740172,"C19H36O9S1P1",1.89,0.47
470.8593553,"C19H4O5S5",0.21,0.26
470.9082982,"C14H4O13N2S2",0.29,0.93
470.9090708,"C14H6O11N2S1P2",0.43,0.79
470.9122208,"C19H4O11S2",0.21,0.58
470.9187367,"C13H12O11S4",0.92,0.85
470.9509046,"C16H8O15S1",0.5,0.94
471.0305762,"C28H11O5N1P1",0.39,0.18
471.0418659,"C18H16O15",0.89,0.83
471.0425287,"C19H20O10S2",1.05,0.53
471.0435584,"C19H22O8S1P2",1.16,0.42
471.044065,"C28H12O4N2S1",0.43,0.14
471.0533909,"C13H19O14N3P1",1.46,1.08
471.0543382,"C26H16O7S1",0.62,0.27
471.0552076,"C27H20O2S3",0.74,0.07
471.0574517,"C18H19O12N1P1",1.06,0.67
471.0585271,"C19H23O7N1S2P1",1.21,0.37
471.0781244,"C19H20O14",1.05,0.74
471.0795968,"C16H27O9N1S2P1",1.69,0.56
471.0801835,"C20H26O7S1P2",1.3,0.35
471.0902948,"C19H24O8N2S2",1.26,0.42
471.0907901,"C27H20O6S1",0.74,0.22
471.0947392,"C20H27O6N1S2P1",1.35,0.3
